default,SIZE,TLTA,WCTA,CLCA,NITA,BETL,EBITTA,SALESTA
0,7.010999,0.8216414,-0.088998,1.223845,0.0050477,0.2170759,0.0656822,0.811254
1,7.481301,0.865041,-0.1390916,1.435577,-0.0787426,0.1560146,-0.0380398,0.5336565
0,8.196083,0.4118661,0.0368806,0.8852836,0.0698655,1.427974,0.0203016,0.5831155
0,8.165376,0.3800183,0.2006712,0.4565751,0.0393013,1.631452,0.0098044,0.5901914
0,8.306053,0.4244673,0.09086,0.7250243,0.0454297,1.355894,0.0151283,0.5463973
0,7.554358,0.301705,-0.0328585,1.511751,0.05583,2.314496,0.042108,1.24088
0,7.561709,0.3134598,-0.0746914,3.232861,0.0434396,2.190201,0.0600464,0.6140001
0,7.783596,0.3228049,-0.1432745,5.083609,0.0174678,2.097847,0.0229324,0.0899453
0,8.889256,0.471653,0.1698202,0.6614957,0.0226533,1.120203,0.026469,0.681993
0,8.858203,0.4542102,0.1599173,0.6527568,0.0218073,1.201624,0.0420515,0.6076478
0,8.812909,0.4187642,0.1660762,0.617503,0.0256674,1.387979,0.0250079,0.6514929
0,8.960732,0.4483523,0.2165042,0.5443645,0.0393204,1.230389,0.0632401,0.7452402
0,9.097858,0.4899622,0.238253,0.5480132,0.0535913,1.040974,0.091263,0.7392252
0,9.095447,0.4632771,0.1594571,0.6542519,0.0450029,1.158535,0.0620596,0.8939139
0,9.239629,0.5233507,0.2074302,0.5899733,0.0389264,0.9107649,0.0650722,0.8418427
0,7.487038,0.4237485,0.2534585,0.5788,0.0298568,1.35989,0.064023,0.9715382
0,7.479698,0.4315006,0.2937005,0.5188581,0.0524089,1.317494,0.0888653,1.082215
0,7.565207,0.4743044,0.2684765,0.570562,0.037527,1.108351,0.0658418,1.047899
0,7.547441,0.4496561,0.3334373,0.4618382,0.0422013,1.223922,0.0733008,1.186083
0,7.687687,0.4953733,0.3103295,0.5454226,0.0325281,1.01868,0.0513847,1.009318
0,7.781722,0.5579416,0.3214948,0.541263,0.0273468,0.7923021,0.0680192,1.044894
0,7.804324,0.5381658,0.3202627,0.5502078,0.0189525,0.8581634,0.0536866,1.127242
0,6.837946,0.7571315,-0.0429205,1.098399,-0.0526987,0.3207746,0.0515604,0.7303506
0,6.666691,0.828903,-0.2036023,1.384929,0.0080907,0.2064137,0.0885979,0.8976191
0,6.571389,0.8192334,-0.007054,1.013615,-0.07348,0.2206534,0.0459289,0.8432935
0,6.554603,0.7590083,-0.1264954,1.26619,-0.0456272,0.3175087,0.0616532,0.8253131
0,6.439007,0.7220439,0.1027616,0.7765994,-0.1495412,0.3849573,-0.0186718,0.8119072
0,6.450313,0.8407717,-0.2760957,1.616164,-0.0565193,0.1893835,-0.022614,0.6737993
0,7.839045,0.4790738,-0.0851227,1.296112,0.0151336,1.087361,0.0350564,1.102723
0,7.854898,0.4396977,-0.0786596,1.264478,0.0591343,1.27429,0.0880593,1.371722
0,7.971193,0.4595024,-0.0342428,1.108475,0.0677647,1.176267,0.0812072,1.258647
0,8.135556,0.5072439,-0.0734567,1.216964,0.060338,0.9714383,0.060287,1.267144
0,8.07269,0.467451,-0.0633058,1.215176,0.0298209,1.139262,0.0355113,1.452007
0,8.027678,0.4314542,-0.0838874,1.388951,0.0271023,1.317743,0.0293693,1.334192
0,8.203287,0.5527847,-0.1336043,1.48359,0.0242805,0.8090225,0.0141176,1.178313
0,6.327261,0.330689,-0.1368763,2.093991,0.0378541,2.023989,0.0676239,2.015287
0,6.239481,0.2620972,-0.046596,1.373583,0.0407652,2.815379,0.067769,2.125736
0,6.255368,0.2610833,-0.0157606,1.097769,0.0339512,2.830195,0.0498182,2.142936
0,6.260686,0.2494641,0.0025059,0.9858053,0.0249099,3.008593,0.0362048,1.84974
0,6.29951,0.2624125,-0.0249133,1.159092,0.0238422,2.810795,0.0271108,1.771937
0,6.286828,0.267785,-0.0328556,1.201245,0.0233909,2.734339,0.0076537,1.618762
0,6.260637,0.2720153,-0.066467,1.449929,0.0067983,2.676264,0.0387896,1.807125
0,7.809298,0.3263857,0.0748115,0.7674121,0.0664292,2.06386,0.1219163,0.9811459
0,7.840212,0.2249559,0.1773157,0.4915047,0.0891523,3.445316,0.1456901,0.9696285
0,7.94044,0.1944423,0.2123457,0.4066374,0.0933184,4.142913,0.1095676,0.9061682
0,8.1016,0.214218,0.1652883,0.4763878,0.0749513,3.668142,0.0729594,0.8025094
0,8.286836,0.284746,0.1186108,0.6037418,0.06322,2.511902,0.0688484,0.7280706
0,8.750413,0.2992541,0.0258389,0.8697075,0.0364402,2.341642,0.0349203,0.4691634
0,8.634837,0.3811267,-0.0019774,1.006979,0.0340678,1.623799,0.0324591,0.5482706
0,7.708333,0.281142,0.1616918,0.5416862,-0.0110597,2.556922,-0.0171885,0.8155982
0,7.76084,0.319401,0.1392553,0.6376219,0.0124569,2.130861,0.0171593,1.040701
0,7.886507,0.3896274,0.1449572,0.6822398,0.0159319,1.566554,0.0122888,1.065044
0,8.023455,0.4909033,0.1519332,0.648915,0.0164435,1.037061,0.0139164,1.14905
0,8.033484,0.5060778,0.1431611,0.7038372,0.0059025,0.975981,0.0099292,1.08216
0,8.078323,0.565201,0.115246,0.7804007,-0.0137724,0.7692819,-0.0005156,1.12916
0,7.695528,0.3561467,0.1389639,0.6909552,0.0333628,1.807832,0.0604091,1.498094
0,7.69948,0.371684,0.1320063,0.733903,0.0256354,1.690458,0.0493307,1.455781
0,7.776561,0.4106902,0.2428251,0.5684493,0.0262981,1.434926,0.0504189,1.372846
0,7.836238,0.4229942,0.2755415,0.5508874,0.0361178,1.364099,0.0561407,1.618678
0,8.152466,0.5363893,0.1415868,0.7892807,0.026277,0.8643175,0.0429216,1.433748
0,8.117735,0.4913486,0.2169934,0.6618668,0.0540457,1.035215,0.077233,1.987645
0,8.277676,0.5530672,0.3059863,0.5563798,0.0429349,0.8080986,0.0708831,1.845755
0,6.425525,0.3381946,0.4951257,0.3457112,0.133275,1.956878,0.2114227,0.8846138
0,6.488777,0.3157925,0.4935894,0.3296013,0.1231445,2.166637,0.2288707,0.9055073
0,6.528814,0.30408,0.4316956,0.352924,0.0912812,2.288608,0.1396415,0.8405232
0,6.629637,0.2863278,0.4456545,0.3259383,0.0773368,2.492501,0.1219246,0.7953916
0,6.830184,0.324999,0.4172307,0.3907031,0.0891591,2.076932,0.1421048,0.8034432
0,6.880577,0.3092185,0.3076853,0.4580448,0.0894953,2.233959,0.1429017,0.9083802
0,7.10183,0.4722558,0.1725704,0.6740225,0.0432471,1.117496,0.0845353,0.8189213
0,6.579732,0.3614827,0.0804723,0.807321,0.0762861,1.766384,0.1150742,0.8462173
0,6.495605,0.3269861,0.0669026,0.8161376,0.0547007,2.058234,0.1255177,0.9775241
0,6.514218,0.2725801,0.1918264,0.5589662,0.0470274,2.668647,0.0772008,0.8983412
0,6.546588,0.2301851,0.2592351,0.4323246,0.0837638,3.34433,0.11423,1.066072
0,6.678201,0.2507844,0.2692047,0.4614979,0.0573148,2.987489,0.0839221,0.9937494
0,6.692131,0.1961972,0.2748609,0.3797961,0.0826442,4.096912,0.0995986,1.077636
0,8.656052,0.5444208,0.1973998,0.5889986,0.0597508,0.8368145,0.1359481,0.9213795
0,8.636106,0.5727502,0.102183,0.7880101,0.0768581,0.7459621,0.1616289,1.007207
0,8.650398,0.5441253,0.1662473,0.6330742,0.0418825,0.8378119,0.0651244,0.8664631
0,8.645587,0.507033,0.1551493,0.65751,0.0467457,0.9722583,0.0802997,0.952003
0,8.693115,0.4765475,0.1671236,0.6350581,0.0425841,1.098427,0.0704536,0.8941903
0,8.848399,0.562008,0.1212586,0.7442812,0.0378373,0.7793341,0.0850104,0.797913
0,8.841326,0.5245583,0.0676819,0.8382534,-0.0042116,0.9063658,0.0993209,0.8718067
0,6.149661,0.5658469,0.0053672,0.9857157,0.0422458,0.7672626,0.0361493,1.075913
0,6.015734,0.5456949,-0.0095704,1.032526,0.0530919,0.8325256,0.0223916,1.208507
0,5.922635,0.4903722,0.0416917,0.8835196,0.0086615,1.039267,-0.0914566,1.206149
0,5.872822,0.4402561,-0.0220781,1.103676,0.0071285,1.271405,-0.0809157,1.241938
0,5.906213,0.4190532,-0.0324766,1.15496,0.0217977,1.386332,-0.1347752,1.167511
0,5.972966,0.3934017,0.0949619,0.7195947,0.0581033,1.541931,-0.0016467,1.109123
0,5.971886,0.3757432,0.1827233,0.5468005,0.0693815,1.661392,0.036559,1.138174
0,12.07646,0.7412577,-0.3152011,3.130491,-0.1576259,0.3490586,0.0951244,0.5642788
0,11.61856,0.5958074,-0.0982914,1.936666,-0.4871905,0.6783946,-0.1240763,0.382511
0,11.30001,0.5373382,-0.0351938,1.256005,-0.2489732,0.8610253,-0.1201948,0.3834644
0,11.38361,0.5135776,0.0473508,0.8117632,-0.199588,0.9471256,-0.0296745,0.4140932
0,11.4153,0.3943082,0.0785264,0.6816407,0.1866034,1.536087,0.203516,0.6465716
0,11.71397,0.3848562,0.1104464,0.6167231,0.148493,1.598373,0.1168402,0.4700838
0,11.85305,0.3515126,0.044624,0.8060533,0.1393177,1.844848,0.1296327,0.5240157
0,11.84089,0.5387337,-0.0242957,1.109065,0.0236461,0.8562047,0.0175798,0.5758834
0,9.000334,0.346946,0.0240828,0.8124319,-0.0155877,1.882293,0.0096914,0.2546766
0,8.98928,0.3392192,0.0028117,0.9754417,0.0060819,1.947947,-0.0069377,0.3290133
0,9.04215,0.3586561,0.0088635,0.9387379,0.027728,1.788186,-0.0006059,0.3600583
0,9.16009,0.4054555,-0.0116185,1.082733,0.054032,1.466362,0.0114306,0.3869045
0,9.384874,0.4057204,0.0101028,0.9526196,0.0272579,1.464752,0.015647,0.3444851
0,9.473388,0.3626807,0.0520086,0.7640544,0.0849956,1.757246,0.0339178,0.5754046
0,9.415001,0.3132052,0.0827782,0.5971472,0.1275089,2.192795,0.0700159,0.6983697
0,8.351023,0.8292117,0.3145825,0.5325511,0.0570575,0.2059647,0.1162516,0.5665703
0,8.395042,0.7961171,0.3489881,0.480269,0.0488301,0.2560965,0.0963191,0.474664
0,8.43855,0.8084833,0.3164151,0.5553091,0.0568231,0.236884,0.0751053,0.4306065
0,9.461703,0.9172277,0.4199651,0.5335546,0.0015579,0.0902417,0.0250722,0.1619927
0,8.473701,0.1301797,0.6339244,0.0906166,-0.0120017,6.681691,0.0727247,0.4355911
0,8.408174,0.1427131,0.3961847,0.170898,0.0408894,6.007067,0.0461678,0.4510912
0,8.454155,0.1590871,0.3550261,0.159045,0.0481126,5.285863,0.0370949,0.3809479
0,10.98567,0.8457043,0.073547,0.704301,-0.0141588,0.1824463,0.0458756,0.8339237
0,10.89703,0.8105949,-0.0438569,1.213633,0.0035536,0.2336619,0.0022416,0.8648492
0,10.94036,0.7548379,-0.085275,1.286871,0.0526007,0.3247877,0.0769721,0.9920447
0,10.77932,0.6206307,0.0374657,0.8405148,0.1344733,0.6112641,0.1707354,1.291644
0,10.8575,0.6146098,0.0506838,0.8217751,0.0929013,0.6270486,0.1102104,1.150595
0,10.97317,0.5646162,0.0891094,0.6553665,0.0768363,0.7711146,0.0248836,1.009887
0,11.06339,0.6686703,0.0603151,0.76572,0.0214465,0.4955053,0.0350549,1.030601
0,11.00512,0.8882719,-0.0333029,1.052013,-0.1435696,0.1257814,-0.0678515,1.116735
0,10.8189,0.867256,-0.1054485,1.1909,0.0039626,0.1530621,0.0404118,1.125653
0,10.72661,0.8138846,-0.0136542,1.025761,0.0173216,0.2286755,0.0677615,1.136755
0,10.80035,0.7762569,0.0616631,0.8939943,0.0349611,0.2882333,0.0644551,0.9474543
0,10.9287,0.704402,0.1504286,0.7443178,0.0585065,0.4196438,0.0781623,0.7678145
0,11.03804,0.6501628,0.1302886,0.7721435,0.0621868,0.5380763,0.0616835,0.7952983
0,11.16115,0.6437007,0.0733595,0.8747553,0.0373767,0.5535171,0.0487859,0.7612004
0,7.108081,0.4235041,0.3284859,0.5431587,-0.0193333,1.361253,-0.0225004,0.8071529
0,7.117476,0.464602,0.3237134,0.5432567,-0.0149406,1.15238,-0.0199053,1.000385
0,7.013468,0.4267448,0.290801,0.5407449,0.0026214,1.343321,-0.0131171,0.9155229
0,6.920181,0.4707844,0.1691292,0.7280069,-0.0585243,1.124115,-0.064647,0.837177
0,6.812543,0.5575075,0.0797783,0.8741109,-0.1042631,0.793698,-0.0681615,0.7945998
0,6.693316,0.5448235,0.0524398,0.9120562,-0.1265693,0.8354568,-0.0950352,0.6803747
0,6.638316,0.5883995,0.0305076,0.9505053,-0.0767041,0.6995257,0.015665,0.6398919
0,6.673998,0.6098874,0.0313579,0.9507072,0.0012174,0.639647,0.0030405,0.6190392
0,6.736553,0.4940678,0.126164,0.5383843,0.0306029,1.024014,0.0323824,0.3705916
1,7.464647,0.6507657,-0.1868942,1.885343,-0.0218838,0.5366513,-0.0317404,0.2021962
0,8.418025,0.6347239,0.1867998,0.7525992,0.047245,0.5754882,0.0747237,0.9799806
0,8.118632,0.4721112,0.3809539,0.4859968,0.0590192,1.118145,0.0765643,1.277238
0,8.81688,0.6220934,0.3125504,0.61163,0.0195994,0.6074755,0.0199184,0.4847974
0,8.872895,0.5620533,0.4253537,0.4728332,0.0240136,0.7791909,0.0202797,0.8623793
0,9.064786,0.5896873,0.260725,0.6742229,0.0295964,0.695814,0.0201978,1.047122
0,9.323998,0.6774975,0.313844,0.5954101,0.0287474,0.4760202,0.02757,0.8350089
0,9.700386,0.7277188,0.2900857,0.622498,0.0213366,0.3741571,0.0333442,0.7485152
0,11.31037,0.4493988,0.0007809,0.997457,0.0100744,1.225195,0.0306092,1.112044
0,11.47327,0.5564989,-0.0121548,1.033082,0.0080234,0.7969487,0.0267343,1.008857
0,11.55715,0.5348029,-0.0137388,1.038104,0.0078236,0.8698478,0.0250594,0.9232842
0,11.45656,0.4831601,0.0133432,0.9597942,0.0193909,1.069707,0.0282979,0.9774809
0,11.57765,0.5459462,0.0138302,0.965286,0.0432865,0.8316824,0.0251119,0.8645566
0,6.975944,0.3973607,0.2378727,0.5049708,0.0015673,1.516605,0.0021117,0.5458432
0,6.966243,0.3732961,0.2120035,0.565917,0.0216639,1.678839,0.0288418,0.705982
0,7.047723,0.3623133,0.2400787,0.5143074,0.047672,1.760042,0.0372631,0.8973734
0,7.201612,0.4082384,0.2374611,0.5962186,0.0640467,1.449549,0.0704383,0.9189952
0,7.132046,0.2827093,0.2943757,0.3861241,0.0779567,2.537202,0.085372,0.9654661
0,7.227021,0.2991525,0.2835492,0.3774353,0.0864023,2.342777,0.0926718,0.984004
0,7.85057,0.2503754,0.1243033,0.6125826,0.0685709,2.994002,0.0526359,0.7382621
0,7.861052,0.213144,0.1704223,0.4664288,0.0727386,3.691663,0.033489,0.7985393
0,7.90801,0.2106538,0.1900093,0.4284931,0.043032,3.747124,0.0354969,0.7208877
0,7.926593,0.2129584,0.172437,0.4501882,0.0440511,3.695754,0.0382523,0.713062
0,7.951849,0.2229697,0.1750381,0.4654426,0.0418156,3.484914,0.0299977,0.7049275
0,10.25031,0.7433053,-0.2356584,2.018214,-0.1101884,0.3453422,0.0210432,1.23696
0,10.22096,0.7472554,-0.2728155,2.275302,-0.0738535,0.3382304,0.0087905,1.036281
0,10.39341,0.6823678,-0.233588,1.982458,0.0216148,0.4654853,0.0192232,0.6775594
0,10.44949,0.720133,-0.1855509,1.782593,0.0700144,0.3886323,0.0272928,0.6889144
0,10.56427,0.6972185,-0.0831193,1.238015,0.031475,0.4342707,0.0221761,0.5548012
0,10.71669,0.7119976,-0.1281272,1.337885,0.0588492,0.4044992,0.0218496,0.4945708
0,10.89671,0.7499342,-0.1576629,1.393597,0.0378893,0.3334503,0.0229571,0.6085643
0,7.613221,0.6837285,-0.1954829,1.469777,-0.0194365,0.462569,-0.0128998,0.4707536
0,7.584834,0.6789365,-0.184554,1.434937,0.0046598,0.4728919,0.0134213,0.4630758
0,7.622335,0.6747757,-0.1816944,1.404679,0.0094731,0.481974,0.0258331,0.4594456
0,7.715689,0.6698373,-0.1455339,1.313784,0.0261861,0.4928999,0.0361571,0.443281
0,7.715982,0.6505873,-0.1124317,1.260517,0.0267332,0.5370729,0.0191384,0.4757681
0,7.749296,0.6499618,-0.1662337,1.395367,0.0246202,0.5385519,0.0340922,0.5127397
0,6.890934,0.3681989,-0.0109311,1.034456,0.0815012,1.715923,0.0408721,0.6342145
0,6.842922,0.3366301,0.0042103,0.9858449,0.0263458,1.970619,0.0479391,0.6366867
0,6.858835,0.3464671,0.0553872,0.8416332,0.0078045,1.886277,0.0092326,0.6238464
0,6.936804,0.3445,0.0566398,0.8235248,0.0060807,1.902758,0.0309495,0.6089434
0,7.117608,0.3528144,0.0408205,0.8609053,0.0151886,1.834352,0.010106,0.5006391
0,7.273136,0.4122107,0.0766484,0.750957,0.0274874,1.425944,0.0181424,0.4277673
0,8.260782,0.3298357,0.0389992,0.7054583,0.007208,2.031812,0.0014256,0.1572971
0,7.977073,0.4370754,-0.0896804,1.300928,0.029902,1.287935,0.0579005,1.000254
0,7.971735,0.4850303,-0.0407607,1.111953,0.001868,1.061727,0.0160916,0.8101
0,7.91829,0.4641227,-0.040082,1.111331,0.0095671,1.154603,-0.0139966,0.8210697
0,7.865255,0.4210706,0.0602957,0.8503477,-0.0285036,1.374899,0.0019632,0.7084312
0,7.792479,0.4142542,0.0282022,0.9270258,0.0133894,1.413977,-0.0102569,0.7869778
0,7.843189,0.5528601,-0.0891933,1.214679,-0.0218559,0.808776,0.0028902,0.7291175
0,7.902212,0.2698367,0.3276681,0.3871002,0.0314865,2.705946,0.0240717,0.5401865
0,7.867544,0.2687458,0.2829122,0.4584987,0.0210104,2.720988,0.0195325,0.5302194
0,7.802542,0.2306823,0.3163663,0.3919406,0.0346896,3.334967,0.0377017,0.5768576
0,7.7809,0.2214265,0.3406707,0.3681398,0.0298773,3.516171,0.0171202,0.5564336
0,7.82162,0.2336543,0.3039021,0.414882,0.025208,3.279826,0.0186699,0.603033
0,7.771486,0.1672032,0.4168263,0.264504,0.0412101,4.980745,0.0290014,0.5634953
0,7.781377,0.1749066,0.3371255,0.3162465,0.0333084,4.717339,0.0362024,0.4794796
0,7.770062,0.1937697,0.3570069,0.3273077,0.0286334,4.160765,0.0384091,0.5017208
0,9.134688,0.6046265,-0.0678705,1.255845,0.0064442,0.6539137,0.0651109,0.9116833
0,9.188328,0.6570745,-0.2041304,1.618135,0.0172171,0.5218975,0.0553888,0.7838275
0,9.236786,0.6445986,-0.1324739,1.352471,0.0127702,0.551353,0.0405408,0.7781662
