default,SIZE,TLTA,WCTA,CLCA,NITA,BETL,EBITTA,SALESTA
0,9.470098,0.6645499,0.0124136,0.9099647,0.0660789,0.5047778,0.0700095,0.854659
0,9.856584,0.5588421,0.1304941,0.4410149,0.056277,0.7894142,0.0455187,0.5862941
0,9.979332,0.5411386,0.1593236,0.5437176,0.1804818,0.8479554,0.1511681,0.8660555
0,8.242812,0.6574181,0.0675832,0.8942625,0.0490757,0.5211021,0.095797,1.123018
0,8.363539,0.6112525,0.1833681,0.7055916,0.0773215,0.6359851,0.1095926,1.28835
0,8.326114,0.6620615,0.3176416,0.5526996,0.1048627,0.5104338,0.1372889,1.563462
0,8.31636,0.6119671,0.2434462,0.6382912,0.0656787,0.6340748,0.0936807,1.302651
0,8.480326,0.6343625,0.0989705,0.8450083,0.036144,0.5763858,0.0718648,0.8592705
0,8.794158,0.7411878,0.2283491,0.7165081,0.0199758,0.3491859,0.0436507,0.7478479
0,12.75692,0.2739599,0.1152845,0.6577201,0.0906511,2.650169,0.0706071,0.9966615
0,12.83718,0.2334781,0.1176639,0.6335332,0.1937777,3.283057,0.1990788,1.112913
0,13.0093,0.2226129,0.1324787,0.6069399,0.1341166,3.492102,0.1618831,0.9812865
0,13.05412,0.2090222,0.0995582,0.6178265,0.2312552,3.784181,0.2569502,1.233361
0,13.2073,0.2147398,0.0831456,0.6628224,0.1402217,3.656798,0.1479219,1.055304
0,13.29906744,0.2031396,0.0869571,0.6347446,0.1280623,3.922723,0.112032,0.9532672
0,13.29906744,0.2260923,0.0937035,0.658231,0.098975,3.422973,0.0792179,0.8424521
0,8.328295,0.2691351,0.24026,0.3369655,0.0820861,2.715605,0.1275487,1.762818
0,8.221967,0.2759541,0.2130191,0.4885746,0.0550555,2.623791,0.0859221,1.676233
0,8.231883,0.3169043,0.2992686,0.3680834,-0.0099346,2.155527,0.0131199,1.660869
0,8.161623,0.3083953,0.2621972,0.4908687,0.0052953,2.242592,-0.0668566,1.93111
0,8.190207,0.3451525,0.3737162,0.3341863,-0.0134365,1.89727,-0.0222208,1.905831
0,8.486751,0.5189149,0.4177443,0.3689447,-0.0170947,0.9270983,-0.0148139,1.546229
0,8.685124,0.5350025,0.2827642,0.5804536,-0.016564,0.86915,0.0113698,1.437078
0,9.521194,0.6652649,0.090966,0.7979442,0.0174555,0.5031607,0.0975784,1.046855
0,9.443706,0.6550704,0.0679997,0.85243,0.0430318,0.5265535,0.0707185,0.9296542
0,9.466107,0.6839191,0.0705462,0.84297,0.0404962,0.4621611,0.0522911,0.7977074
0,9.57141,0.628644,-0.0408853,1.093508,0.0397736,0.5907255,0.0547175,0.873613
0,9.719052,0.680566,-0.0367822,1.082411,0.0232741,0.4693653,0.0215556,0.8233005
0,9.639704,0.7421824,-0.1540212,1.342277,0.0100335,0.3473776,0.005522,0.8883932
0,9.784348,0.7776375,-0.0614357,1.110515,-0.0173966,0.2859462,0.0104014,0.8575766
0,8.021686,0.6546681,0.3090615,0.6062032,0.0307526,0.5274916,0.059324,0.6884052
0,7.932928,0.6750505,0.1825207,0.7581239,0.037048,0.4813707,0.0715208,0.6165764
0,7.908722,0.5996928,0.2389183,0.6796139,-0.0205522,0.6675203,0.0560776,0.7152852
0,8.06563,0.5542354,0.4454935,0.5145635,0.109894,0.8042876,0.1266616,0.9105154
0,8.083546,0.4518178,0.5141,0.456718,0.1162621,1.213282,0.1589636,0.9139646
0,8.095352,0.4493006,0.2889637,0.5970467,0.0611545,1.225681,0.0783969,0.675249
0,8.408625,0.6014176,0.3833405,0.5038118,0.0169277,0.6627381,0.0395731,0.4439424
0,8.266414,0.6713012,0.0233546,0.9528698,0.047396,0.4896441,0.0764967,1.815384
0,8.226354,0.6422194,-0.1354922,1.31157,0.0431718,0.5571002,0.0631805,1.882991
0,8.177823,0.581498,-0.1192821,1.283464,0.0394094,0.7196964,0.0491008,1.91687
0,8.201141,0.5174841,-0.0126369,1.029782,0.0616145,0.9324265,0.0655359,1.858258
0,8.265468,0.4812328,-0.0161892,1.041151,0.0518114,1.077996,0.0465812,1.819441
0,8.307453,0.4457307,0.0765953,0.8004825,0.0743792,1.243507,0.0620453,1.65255
0,8.41461,0.5136662,-0.0038877,1.009453,0.0512759,0.9467897,0.0536227,1.446754
0,8.064937,0.5871984,0.0209958,0.9336647,0.0469397,0.7030019,0.0665117,0.8774107
0,7.42158,0.7515357,-0.0445637,1.078656,0.0873772,0.3306088,0.1043713,1.438977
0,7.609487,0.6994037,-0.1174228,1.205403,0.0454318,0.4297894,0.0920861,1.139103
0,7.691357,0.6448199,-0.0386605,1.06932,0.0906293,0.5508205,0.0720097,1.242705
0,8.155855,0.6304029,-0.0052819,1.011049,0.0358931,0.5862871,0.0454441,0.7168207
0,8.217174,0.6190231,-0.0235881,1.05542,0.063412,0.6154487,0.0425869,0.8600621
0,8.729058,0.6894321,-0.1322485,1.431201,0.0667084,0.4504691,0.08978,0.6284895
0,5.639217,0.3954923,0.2508059,0.5531257,-0.0439448,1.528494,0.0288203,1.122527
0,5.453889,0.3403021,0.3512794,0.4234389,-0.1101167,1.938565,-0.1128841,1.265686
0,5.551253,0.3409293,0.328065,0.5096147,0.0617573,1.933159,0.0559193,1.031744
0,5.474065,0.2856239,0.3638373,0.439605,0.0690957,2.501108,0.0931954,1.533651
0,5.588362,0.3088602,0.119602,0.7063777,0.0657669,2.237711,0.0780561,1.117373
0,5.682621,0.3078915,0.1832692,0.6112552,0.0379083,2.247898,0.0257929,1.076743
0,5.836811,0.2500429,0.2656897,0.4580837,0.0185422,2.999314,0.0185171,1.060333
0,7.290666,0.5307814,-0.0332508,1.079585,-0.0983403,0.8840148,0.1052753,0.8253596
0,7.163202,0.4606991,0.0547006,0.8732573,0.065815,1.170614,0.0757516,0.8751613
0,7.185642,0.4607592,0.0788524,0.8301345,0.0478899,1.170331,0.0695004,0.8468549
0,7.22043,0.3678065,0.0942175,0.7612398,0.0554783,1.718821,0.0550266,0.8440475
0,7.344033,0.481197,0.1610973,0.687978,0.0387909,1.078151,0.0337535,0.6978843
0,7.303511,0.4733451,0.1600795,0.6814449,0.006963,1.112624,0.0064415,0.7281926
0,7.29264,0.4938914,0.2069776,0.6362206,0.0132831,1.024737,0.0149604,0.7764711
1,6.936227,0.8699458,-0.1252298,1.247435,-0.0108146,0.149497,0.0464001,1.205003
0,7.295856,0.6459452,-0.1296638,1.295187,-0.0705574,0.5481189,-0.071276,0.8265804
0,7.198418,0.6682844,-0.1346224,1.302746,0.0118512,0.4963689,0.0197692,1.032422
0,7.132304,0.7454432,-0.2127861,1.485901,-0.1264857,0.341484,-0.1302943,0.8487424
0,7.046834,0.7709497,-0.2342058,1.532827,-0.0529061,0.2971015,-0.0796574,0.945981
0,7.108697,0.7517008,-0.1697245,1.35455,0.0113004,0.3303166,-0.0048454,0.9711955
0,6.889956,0.8325146,-0.2109305,1.41574,-0.1165121,0.20118,-0.1823609,1.075691
0,6.674052,0.9508557,-0.3897731,1.906425,-0.1074482,0.0516843,-0.1467827,1.271351
0,6.586092,0.8230147,-0.0643388,1.106397,-0.0788132,0.2150451,-0.2086681,1.283681
0,7.286081,0.5131083,0.1014979,0.7310858,0.0174657,0.9489064,0.0240317,0.8370398
0,7.204031,0.6105957,0.0025644,0.9932383,-0.0573587,0.637745,-0.1024548,1.032852
0,7.152026,0.6922205,-0.0720505,1.164763,-0.1156488,0.4446263,-0.0984702,1.055747
0,7.15367,0.5706953,-0.090378,1.247691,-0.0604799,0.7522486,-0.0323985,1.035453
0,7.163383,0.5636213,-0.0669845,1.153453,-0.0425262,0.7742409,-0.024582,0.9854517
0,9.556835,0.6830743,-0.19289,2.349494,0.0081062,0.4639696,0.0528351,0.5640255
0,9.536413,0.7531122,-0.2838754,2.192906,0.0184054,0.3278234,0.0458008,0.5830609
0,9.677761,0.6533236,-0.221994,1.882655,0.0039971,0.530635,0.0113318,0.5371711
0,9.551746,0.6707798,-0.1577697,1.717801,0.0068055,0.4908022,0.0199279,0.7426471
0,9.403296,0.645905,-0.1230901,1.53314,0.0465227,0.5482152,0.0313861,0.8945612
0,9.56928,0.6582633,-0.1312308,1.49978,0.0197246,0.519149,0.0281196,0.5927421
0,9.715813,0.7374514,-0.1231189,1.375284,0.0176279,0.3560215,0.0266937,0.5770822
0,6.079046,0.4683643,0.1696502,0.6253281,0.054734,1.13509,0.1062536,1.00037
0,6.092944,0.3855413,0.2836824,0.4375004,0.090806,1.593756,0.1036254,1.035669
0,6.177404,0.2989999,0.3843757,0.3588542,0.1087216,2.344483,0.136268,1.231596
0,6.243421,0.2572296,0.3813476,0.3570725,0.128758,2.887578,0.1688013,1.115448
0,8.477956,0.2988306,0.1947937,0.3976004,0.0733689,2.346378,0.0841953,1.241491
0,8.466479,0.2495661,0.1581934,0.3458292,0.0497431,3.006955,0.0454175,0.5927896
0,8.345972,0.2153359,0.2035682,0.3416608,0.0299178,3.643907,0.0287246,0.8339979
0,7.157551,0.1933553,-0.0097488,1.059606,-0.2279553,4.171827,-0.2445235,2.411718
0,7.254141,0.050705,0.000195,0.9945765,-0.091884,18.72194,-0.1269145,1.392829
0,7.28131,0.0801385,0.015844,0.4223004,0.0134175,11.4784,0.0355075,0.0888957
0,5.647342,0.61917,0.0443354,0.9313213,-0.4181674,0.6150655,-0.0644805,0.2200802
0,5.950482,0.6397071,0.1717847,0.6729338,0.0102541,0.5632154,0.0038842,1.441628
0,6.15944,0.4920193,0.0948901,0.7161114,-0.1833959,1.032441,-0.0624238,1.470867
0,5.561777,1.238627,-0.8621805,3.348564,-0.91627,-0.1926547,-0.6661047,0.8768786
0,4.780694,2.65895078,-1.379543156,6.283315,-2.775578,-0.621413431,-0.7865062,0.515734
0,9.887761,0.4772265,-0.0611429,1.212646,0.0554514,1.095441,0.0782159,1.030462
0,9.815588,0.4526106,0.0069938,0.9759538,0.0411781,1.209405,0.0371796,1.028301
0,9.977704,0.5008139,-0.0451007,1.143543,0.0272151,0.9967496,0.0468118,0.9049848
0,10.07418,0.5257,-0.0163574,1.050944,0.0496697,0.9022257,0.0397317,1.02379
0,10.23269,0.5482643,0.0069218,0.9807603,0.0407064,0.8239378,0.0302816,0.8912724
0,10.31596,0.5378756,-0.0004096,1.001108,0.0693269,0.8591659,0.031142,0.9362471
0,9.732641,0.1096256,-0.0497254,3.40871,0.1034292,8.12196,0.1537607,1.878731
0,8.064107,0.7385446,0.1942598,0.7152996,-0.021289,0.3540144,0.0210447,0.1487359
0,7.581665,1.043951,0.6509749,0.0865726,-0.2944327,-0.0421005,-0.3855177,0.2109766
0,6.810677,1.166245,0.3157831,0.2816588,-1.109162,-0.1425474,0.0097471,0.5438964
0,6.98869,1.059503,0.2403895,0.3950856,-0.0890729,-0.0561613,0.0461363,0.5400839
0,6.751592,0.5891275,0.4397895,0.3519219,0.3794377,0.6974254,-0.0375807,0.69994
0,6.658252,0.5907478,-0.0139465,1.028771,0.0641397,0.6927699,-0.0016892,0.613705
0,6.355669,0.8198902,-0.4858128,2.563841,0.1332048,0.2196755,0.1281876,1.821808
0,7.746703,0.4263679,0.2351097,0.6235839,0.0380373,1.345392,0.0161302,0.4858708
0,8.022463,0.4610612,0.2645546,0.5451709,0.0955414,1.168909,0.1048609,1.102443
0,8.307826,0.4474288,0.2448422,0.5668496,0.0834814,1.234993,0.1277493,0.8796479
0,8.484179,0.4926662,0.2373379,0.5739056,0.0869118,1.029772,0.1145164,0.8666254
0,8.623943,0.4968896,0.1911135,0.6733865,0.0799351,1.012519,0.1111074,0.8441162
0,6.583866,0.428055,0.1354488,0.7381033,0.0483517,1.336148,0.0697791,1.761881
0,6.789028,0.5609677,0.0875231,0.8488922,-0.0239527,0.7826339,-0.0111162,1.4018
0,6.766645,0.5488266,0.0681787,0.885266,0.014185,0.8220689,0.0321454,1.891897
0,7.0634,0.6379341,0.1429574,0.8059695,0.0032318,0.5675599,-0.008403,1.655339
0,7.295838,0.6441326,0.1843117,0.7686539,0.0218756,0.5524753,0.0276231,1.832258
0,7.392024,0.6782869,0.2346255,0.7186236,0.0179727,0.4743025,0.0398642,2.05265
0,7.298055,0.6404703,0.2349608,0.7115906,0.0024928,0.5613526,0.0594,2.542005
0,10.20585,0.6092639,0.0822795,0.8363649,0.0629283,0.6413249,0.1005064,1.243526
0,10.18364,0.5702916,0.0440404,0.9047792,0.0627306,0.7534891,0.107755,1.239074
0,10.30888,0.5851609,0.0712451,0.8555335,0.0541201,0.7089318,0.0909317,1.161755
0,10.51787,0.6164614,0.1352343,0.776612,0.0422284,0.6221616,0.0619746,1.09523
0,10.67597,0.6065989,0.1357107,0.7801217,0.0611675,0.6485357,0.0774181,1.299034
0,10.77468,0.5913375,0.1595162,0.7415385,0.0787558,0.6910816,0.0820971,1.169301
0,11.03387,0.657535,0.1252578,0.7996346,0.0611104,0.5208316,0.0676495,0.9199917
0,8.627904,0.60548,-0.1335959,1.383136,0.0745592,0.6515823,0.1533447,0.9668432
0,8.405918,0.4737188,-0.1017559,1.36691,0.0612701,1.110957,0.1642904,1.216881
0,8.363468,0.4537237,-0.0995384,1.373212,-0.0090017,1.203984,0.0443034,0.4411007
0,8.290829,0.3900972,-0.1471656,1.749196,0.0256885,1.563464,0.046317,0.4199189
0,8.220436,0.3067417,-0.0686495,1.361323,0.0418647,2.260072,0.0672287,0.4248562
0,8.229942,0.2863715,-0.0415378,1.186292,0.0504953,2.491968,0.0681516,0.4032941
0,8.218301,0.2357146,0.0266613,0.8899117,0.055981,3.242419,0.0667388,0.3839712
0,7.974157,0.4214301,0.0883118,0.6670487,-0.0374983,1.372873,-0.0533226,0.7153664
0,8.446801,0.6948368,-0.0304648,1.178737,-0.0094547,0.4391868,0.0027748,0.4522795
0,8.682031,0.7289237,0.0678991,0.7311325,-0.0503583,0.3718857,-0.0308095,0.3513907
0,8.625171,0.7035938,0.0611989,0.7639178,0.0061847,0.4212746,0.0106023,0.4522294
0,8.527641,0.804177,-0.0242996,1.083461,-0.0176093,0.2435072,0.0293632,1.225552
0,8.465756,0.8464871,-0.0578387,1.148604,-0.1242347,0.1813529,-0.0587006,1.034857
0,8.342028,0.748023,0.0789626,0.8177246,-0.023096,0.3368572,0.0313106,1.511671
0,8.855617,0.4718471,-0.1313277,1.930331,0.04689,1.119331,0.151876,0.618699
0,8.864727,0.4235733,-0.0993752,1.693273,0.0907254,1.360866,0.1663947,0.6127659
0,8.877376,0.4268723,-0.0537416,1.349795,0.0405071,1.342621,0.0935757,0.5513713
0,8.893175,0.4522595,-0.155347,2.389377,0.025842,1.21112,0.0328919,0.4515768
0,9.027307,0.5284408,-0.1446748,2.221415,0.0014534,0.8923597,0.0048644,0.3475872
0,9.122084,0.6284932,-0.2118467,2.530958,-0.0166899,0.5911072,-0.0135218,0.3291836
0,10.75408,0.2580555,0.1511467,0.4725663,0.1268393,2.875135,0.1198816,0.921614
0,10.81059,0.2658334,0.1066319,0.6432022,0.1223029,2.761754,0.105567,0.954746
0,11.01504,0.260849,0.1336098,0.5760657,0.1073717,2.833635,0.0810746,0.7902466
0,10.95353,0.2105629,0.1425882,0.4760921,0.1297771,3.749174,0.0775715,1.071072
0,10.98378,0.2087434,0.0543595,0.76307,0.0407112,3.79057,0.0177658,0.969798
0,11.10297,0.2783917,0.0636394,0.6453609,0.0132942,2.592061,0.0019992,0.7193145
0,11.03905,0.2801771,0.1235894,0.5571139,-0.0901583,2.569171,-0.0759548,0.4013762
0,7.799846,0.6996294,-0.0074454,1.011434,0.0262165,0.4293281,0.0463018,1.310264
0,7.763654,0.6008699,0.2069218,0.7020834,0.0394385,0.6642538,0.0820007,1.576588
0,7.95086,0.573343,0.2182842,0.7155228,0.0700504,0.7441567,0.1068174,1.626089
0,8.200783,0.5909593,0.2747569,0.6401469,0.0917897,0.692164,0.1363314,1.335748
0,8.304667,0.5583485,0.1874631,0.6849205,0.0831876,0.7909959,0.1421839,1.224647
0,8.876249,0.6918291,0.3698774,0.5063241,0.0489295,0.4454436,0.0726127,0.738622
0,5.814,0.3323513,0.5656101,0.2838466,-0.2204918,2.008864,-0.0947279,0.2308703
0,5.654401,0.2463093,0.5689078,0.2991964,0.0748509,3.059937,-0.0844963,0.2065811
0,5.027806,0.538443,0.0149245,0.9727278,-0.6949379,0.8572068,-0.601796,0.5672815
0,5.473812,0.5873523,-0.0177622,1.042899,-0.4613888,0.7025555,-0.3301088,0.2485037
0,5.176789,0.8381346,-0.2806691,1.758157,-0.4300686,0.1931257,-0.2610172,0.550277
0,5.365874,0.1826936,0.1344691,0.5739594,-0.1207132,4.473644,-0.0889027,0.4415649
0,7.715169,0.439531,0.1749611,0.610061,0.0371578,1.275153,0.0668965,0.8190203
0,7.714302,0.4629214,0.0325206,0.9303166,0.0312405,1.160194,0.0538991,0.8425533
0,7.57457,0.2842742,0.252148,0.5064293,0.0030899,2.517731,0.0520197,0.9891667
0,7.595404,0.2756089,0.3584933,0.3317389,0.1053322,2.62833,0.0131527,1.016757
0,7.629478,0.2558296,0.3887541,0.2788872,0.0107856,2.908852,0.019502,0.8421918
0,7.398643,0.2895855,0.3050282,0.4792887,-0.0304647,2.453211,0.0247024,1.033683
0,7.51369,0.3637282,0.3756651,0.3387554,0.0270959,1.749305,0.0103763,0.7514191
0,6.342998,0.5622968,-0.018523,1.07143,0.0418888,0.7784203,0.1322734,0.9783118
0,6.360103,0.5930511,-0.1135406,1.479409,0.0719951,0.6861954,0.1171335,1.004343
0,6.33509,0.6133642,-0.3017641,2.443242,-0.0257089,0.6303527,0.0143777,0.9851629
0,6.265225,0.6492889,-0.3260514,2.216327,0.0107182,0.5401464,0.029709,1.076589
0,6.257147,0.6164864,-0.2849402,2.038958,-0.0670542,0.6220959,-0.0148968,1.012362
0,6.45777,0.6266513,-0.2477262,1.985661,0.0707872,0.5957838,0.1096518,0.840431
0,6.629374,0.7396445,-0.273013,1.897033,0.03649,0.3520009,0.0710514,0.8474796
0,8.935359,0.5143098,-0.0189721,1.054855,0.0135463,0.9443533,0.0501863,1.01853
0,8.987645,0.4522466,0.0154285,0.9601837,0.0966844,1.211183,0.1295894,1.264109
0,9.049927,0.4347948,0.0568074,0.8721054,0.0442711,1.299935,0.054967,1.221084
0,9.02734,0.3796496,0.156051,0.6667124,0.0625473,1.634008,0.1102321,1.527285
0,9.24096,0.5179336,0.0101893,0.9804773,0.0562973,0.9307495,0.0754712,1.315419
0,7.291658,0.3188528,0.4534601,0.3284149,0.0783291,2.136244,0.0432353,0.7744059
0,7.355007,0.3045982,0.4738413,0.2937258,0.0800612,2.283013,0.0624818,0.7516527
0,7.436711,0.3116702,0.4567021,0.3246285,0.0689499,2.20852,0.0428435,0.6375345
0,7.464323,0.3100621,0.4549573,0.322812,0.0491151,2.22516,0.0153631,0.6816056
0,7.556276,0.3241597,0.5591993,0.3172369,0.0382439,2.084899,-0.003141,0.532825
0,7.553043,0.3228446,0.5465099,0.3363603,0.0535196,2.097466,-0.0089473,0.525189
0,7.4549,0.2769816,0.5837801,0.2971195,-0.0157085,2.610348,-0.0255674,0.6118789
0,7.216552,0.3975774,-0.2717375,12.25929,-0.0137343,1.515234,0.0228667,0.140231
0,7.220425,0.4032989,-0.2027264,7.419778,0.0109354,1.479551,0.0265495,0.1562445
0,7.247692,0.4115212,-0.209087,14.71969,0.0090385,1.430009,0.0199023,0.1674332
0,7.248372,0.4175481,-0.200214,15.05824,0.0071178,1.394933,0.0136206,0.1684383
0,7.235273,0.4232334,-0.222029,12.94995,0.0013397,1.362762,0.0115319,0.1597558
0,7.212418,0.4223943,-0.2285474,19.79635,0.0010806,1.367456,0.0087486,0.1612311
0,6.711224,0.1717052,0.3025258,0.305625,0.104284,4.823936,0.1437923,1.09741
0,6.671151,0.0916513,0.4323726,0.1352223,0.0437372,9.910923,0.0612949,0.4997859
0,8.192148,0.4021766,0.172494,0.6765917,0.0217373,1.48647,0.0242116,0.7157898
0,8.212848,0.4123978,-0.0034779,1.009392,0.0605705,1.424843,0.0634126,0.7344196
0,8.20005,0.3977019,0.0324511,0.9191015,0.035715,1.514446,0.0266533,0.7482775
0,8.259622,0.3846025,0.0304332,0.9222908,0.0340123,1.600087,0.0317481,0.8794289
0,8.23208,0.3737707,0.0745253,0.823392,0.0136769,1.675437,0.0197649,1.010441
0,8.347612,0.4156839,0.0072965,0.9810848,0.0076197,1.405674,0.0194554,0.9817885
0,8.503452,0.5212879,-0.0360424,1.079617,0.0531873,0.9183259,0.0377202,0.9883875
0,5.89161,0.2920907,0.0359526,0.8665442,0.0822106,2.423594,0.1121287,0.7796619
0,6.099193,0.1640698,0.1251329,0.5108503,0.1258767,5.094966,0.1625085,0.7267943
0,6.420231,0.1655337,0.1452727,0.4046759,0.0474979,5.041067,0.0367889,0.4031886
0,5.904323,0.5657677,0.0656299,0.8811434,0.0099734,0.7675098,0.0356891,1.088856
0,5.973987,0.6019828,0.0527289,0.8904903,0.011016,0.661177,0.0249815,1.033617
0,6.061283,0.6571349,0.0128628,0.9757491,-0.01042,0.5217575,-0.0335275,0.9300506
0,6.139493,0.5662559,0.1544652,0.7212967,0.0056986,0.765986,0.0382381,1.018039
0,6.110899,0.6226568,0.0463354,0.9123185,-0.1911886,0.6060213,0.0147965,1.425302
0,6.127472,0.5672268,0.0951924,0.8045517,0.0175293,0.7629634,0.0419634,1.169701
0,6.293489,0.7543363,-0.1033512,1.206253,-0.1115276,0.3256686,-0.0883477,0.8637264
0,5.460643,0.7181735,-0.2575515,1.670675,0.0197912,0.3924212,-0.0056179,1.498016
0,5.406383,0.7398854,-0.2805883,1.734778,0.015254,0.3515606,0.0388441,1.71899
0,5.275665,0.677664,-0.2230932,1.522779,0.0044326,0.4756576,-0.0272363,1.781374
0,5.266864,0.7369571,-0.2728521,1.618301,-0.0417216,0.356931,-0.0308726,1.582688
0,5.122889,0.8058816,-0.337521,1.800022,-0.0747911,0.2408771,-0.0325846,1.871481
0,5.216173,0.7807043,-0.2668801,1.566692,0.0270686,0.2808947,0.0240873,1.529964
0,7.672062,0.3571934,0.2555404,0.5184798,0.040591,1.799604,0.0401848,1.16576
0,7.529245,0.2576935,0.2513321,0.4580275,0.0674783,2.880579,0.0573771,1.416373
0,7.493383,0.2703255,0.2468708,0.4738036,0.0260011,2.699245,0.0147651,1.252058
0,7.528515,0.2763741,0.2527975,0.4675325,0.0160437,2.618284,-0.0157649,1.227451
0,7.538372,0.2833919,0.2641145,0.4626602,0.0125754,2.528682,-0.0053945,1.109006
0,7.601726,0.3342303,0.2605619,0.5197401,0.0140375,1.991949,-0.0012208,0.9382143
0,7.759715,0.4656572,0.2405525,0.6243695,0.0116536,1.147502,0.0107152,0.9033629
0,5.378608,0.5362671,-0.1838316,1.592467,-0.0162338,0.8647424,0.0384125,0.9938307
0,5.337219,0.5131549,-0.1408854,1.42425,0.0094887,0.9487294,0.0602777,0.9790646
0,5.337219,0.5131549,-0.1408854,1.42425,0.0094887,0.9487294,0.0602777,0.9790646
0,5.098617,0.3844756,-0.0995229,1.408115,0.000361,1.600945,0.026059,0.4171966
0,5.440804,0.5863516,-0.4632613,5.90317,0.0057897,0.7054615,0.0339005,0.4969134
0,5.321161,0.6553603,-0.5398418,6.734919,0.0519151,0.5258783,0.005453,0.3822597
0,5.038414,0.5507897,-0.4003674,4.265372,-0.1631918,0.8155751,-0.0245223,0.4998624
0,5.25605,0.6265268,-0.4124783,3.026791,-0.0887143,0.596101,-0.0626418,0.3463126
0,5.033824,0.5025648,-0.1989983,1.688147,0.105441,0.9897929,-0.075017,0.5160714
0,5.738352,0.4795829,0.1832555,0.7213547,0.0161165,1.085145,0.0139732,0.3494743
0,5.629416,0.6146034,0.1340087,0.811942,-0.0892636,0.6270655,-0.0235781,0.4092043
1,5.614263,0.9126764,-0.1660722,1.238152,-0.7982683,0.0956786,-0.0532504,0.4114205
0,6.184204,0.3375107,0.1712547,0.6387471,-0.0817517,1.962869,-0.0621618,0.6217352
0,6.054741,0.33314,0.2588683,0.5335821,-0.0562,2.001741,-0.0180363,1.035118
0,6.032606,0.3318495,0.3325349,0.4079054,-0.1485427,2.013415,-0.1478014,0.8664358
0,5.841181,0.3834859,0.1764796,0.6501101,-0.1848551,1.607658,-0.1091546,0.865079
0,5.747432,0.4982267,0.0418709,0.9128778,-0.1393856,1.007119,-0.1463793,0.7823853
0,6.167396,0.4337111,0.2956371,0.5840709,0.0041953,1.305682,0.032667,0.9689703
0,6.058281,0.5169294,0.1993005,0.7157999,-0.148431,0.9345003,-0.1725713,0.824281
0,6.019225,0.4942092,0.2011845,0.7047378,0.0013391,1.023434,0.0390555,0.6904972
0,6.129185,0.5187052,0.1879148,0.7080709,0.0013254,0.9278772,0.0305104,0.6591382
0,6.266397,0.5418212,0.2004008,0.7049289,0.0202524,0.8456272,0.0377803,0.6671024
0,6.53059,0.6549366,0.1135097,0.8437299,0.0074068,0.5268653,0.0020228,0.5739361
0,6.3497,0.6654812,-0.0027335,1.004373,0.0006488,0.5026721,0.0048528,1.068436
0,7.710021,0.6607608,-0.0584633,1.144367,-0.0048644,0.5134069,0.0294246,0.6869512
0,7.694939,0.6548707,-0.0648161,1.160619,0.0139059,0.5270189,0.0264593,0.8768305
0,7.638532,0.6184297,-0.0502189,1.121684,-0.0154371,0.6169988,-0.0436648,1.011808
0,7.625415,0.6403428,-0.106473,1.290954,0.0029029,0.5616636,-0.0083449,0.8978894
0,7.711384,0.6120246,-0.0857725,1.212791,0.0099608,0.6339212,0.0290741,0.8649996
0,9.085494,1.193644,-0.0655857,1.269434,-0.1578885,-0.1622292,0.0167276,0.6641002
0,8.977354,0.611084,0.0603998,0.764191,0.3571909,0.6364362,0.0931262,0.7561142
0,8.941152,0.5837972,0.0847171,0.7028274,0.0278138,0.7129235,0.0527885,0.7302135
0,8.919929,0.5630454,0.081434,0.7506359,0.0148013,0.7760556,0.0319187,0.7743585
0,8.878756,0.5390228,0.0734802,0.7697295,0.0260091,0.8552091,0.0225412,0.8141391
0,8.716959,0.6682569,-0.1220402,1.418623,-0.0524269,0.4964304,-0.0395544,0.4534894
0,8.667555,0.7213853,-0.1463786,1.448459,-0.1283418,0.3862217,-0.0647994,0.6723941
0,7.496076,0.4994657,0.0568407,0.8612065,0.0299908,1.002139,0.1007534,0.9419929
0,7.407992,0.4072185,0.1610104,0.6098649,0.049056,1.455684,0.1251107,1.125633
0,7.435382,0.373701,0.1126261,0.7113564,0.0833905,1.675936,0.155654,1.180804
0,7.482429,0.36952,0.2285714,0.3528999,0.072714,1.706213,0.1007453,1.07116
0,7.589797,0.3865047,0.1852319,0.5659137,0.0402033,1.587291,0.021489,0.815967
0,7.651887,0.4005178,0.1650539,0.6047781,0.0324854,1.496768,0.0354234,0.836831
0,7.778605,0.4666203,0.0446284,0.8752562,0.0240324,1.14307,0.0376923,0.8196992
0,7.173681,0.6928425,-0.1407771,1.352922,0.0607824,0.4433295,0.062525,0.8514176
0,7.279859,0.7114527,-0.0823762,1.1791,0.0231608,0.4055748,0.0527669,0.9522009
0,7.371261,0.6431553,-0.0329183,1.059899,0.0157091,0.5548344,0.0329041,1.11041
0,7.380077,0.5603042,0.0368209,0.9326684,0.1106568,0.7847447,0.1722095,1.566403
0,7.506978,0.5257763,0.060716,0.8900242,0.0850136,0.9019493,0.1187123,1.203645
0,7.796443,0.6259723,-0.0433503,1.090981,0.0400072,0.5975147,0.06024,0.928996
0,8.397405,0.7200061,-0.0000402,1.000078,0.0159656,0.3888771,0.0243357,0.5283427
0,8.431761,0.5751706,-0.0615963,1.146993,0.0391522,0.7386146,0.0575388,1.727799
0,8.462107,0.5317886,-0.0116786,1.028797,0.0470811,0.8804466,0.0589725,1.704564
0,8.520927,0.5090609,0.0034206,0.9921619,0.0563066,0.9644015,0.0576837,1.752439
